YEAR,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder
2004,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,46.6,2.8,41.0,52.1,671.0,Male,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8
2004,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,1.5,0.4,0.7,2.3,1445.0,Overall,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12
2004,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.0,0.0,0.0,0.0,730.0,Female,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12
2000,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,12.0,1.3,9.4,14.6,1472.0,Overall,All Races,All Ages,Middle School,"(43.655950113, -71.50036092)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
2011,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,1.4,0.4,0.6,2.2,720.0,Female,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS10,10
2001,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.0,0.0,0.0,0.0,714.0,Female,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12
2004,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,5.3,1.0,3.4,7.3,846.0,Male,All Races,All Ages,Middle School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11
2004,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.0,0.0,0.0,0.0,774.0,Female,All Races,All Ages,Middle School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12
2011,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,10.6,1.6,7.5,13.7,678.0,Male,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS10,10
2001,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,26.2,2.2,21.8,30.5,695.0,Male,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
2004,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,4.2,0.6,3.0,5.3,1624.0,Overall,All Races,All Ages,Middle School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11
2007,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,4.8,0.9,3.0,6.6,757.0,Male,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS12,12
2004,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,13.5,1.7,10.2,16.9,794.0,Male,All Races,All Ages,Middle School,"(43.655950113, -71.50036092)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8
2004,NH,New Hampshire,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,48.3,3.4,41.7,54.9,193.0,Overall,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1
2001,NH,New Hampshire,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,57.4,3.7,50.1,64.6,147.0,Male,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5
2004,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.2,1.0,2.3,6.1,763.0,Female,All Races,All Ages,Middle School,"(43.655950113, -71.50036092)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
2011,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,16.6,1.4,13.8,19.4,1395.0,Overall,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11
2007,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,19.7,1.6,16.5,22.9,762.0,Male,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
2000,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,1.1,0.4,0.3,1.8,817.0,Male,All Races,All Ages,Middle School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12
2004,NH,New Hampshire,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,55.8,6.0,44.0,67.7,94.0,Female,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3
2007,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,6.3,1.1,4.2,8.4,807.0,Female,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9
2011,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,2.1,0.6,1.0,3.2,1405.0,Overall,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12
2001,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,4.5,0.8,2.9,6.0,1425.0,Overall,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,40.1,4.9,30.4,49.8,102.0,Male,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,2EDU,YTS02,2
2009,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,6.8,1.1,4.6,9.0,767.0,Female,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9
2009,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,7.6,1.1,5.5,9.7,767.0,Female,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11
2000,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,4.2,0.6,3.0,5.4,1472.0,Overall,All Races,All Ages,Middle School,"(43.655950113, -71.50036092)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9
2001,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,24.4,3.4,17.6,31.2,693.0,Female,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
2001,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,7.2,1.0,5.3,9.1,777.0,Male,All Races,All Ages,Middle School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11
2009,NH,New Hampshire,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,40.3,3.7,33.1,47.5,200.0,Overall,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1
2007,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,38.8,1.5,35.8,41.8,1546.0,Overall,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS08,8
2001,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,10.9,1.6,7.7,14.0,693.0,Female,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9
2004,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,2.9,0.5,2.0,3.9,772.0,Female,All Races,All Ages,Middle School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,10.3,1.5,7.4,13.2,676.0,Male,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2007,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,7.0,0.9,5.3,8.7,1577.0,Overall,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10
2001,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.3,0.2,0.0,0.7,737.0,Female,All Races,All Ages,Middle School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12
2004,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,8.2,1.4,5.6,10.9,715.0,Female,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9
2001,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,1.3,0.4,0.4,2.1,704.0,Male,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS12,12
2004,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,18.7,2.3,14.2,23.1,715.0,Female,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
2001,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1.6,0.5,0.7,2.5,779.0,Male,All Races,All Ages,Middle School,"(43.655950113, -71.50036092)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS09,9
2007,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,2.7,0.6,1.6,3.8,1577.0,Overall,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12
2000,NH,New Hampshire,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,53.6,5.5,42.8,64.4,70.0,Male,All Races,All Ages,Middle School,"(43.655950113, -71.50036092)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,1EDU,YTS02,2
2004,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,1.1,0.3,0.4,1.8,774.0,Female,All Races,All Ages,Middle School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10
2009,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,7.2,0.9,5.5,8.9,1470.0,Overall,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9
2000,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,11.1,1.1,9.0,13.3,785.0,Male,All Races,All Ages,Middle School,"(43.655950113, -71.50036092)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
2011,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,6.1,0.9,4.4,7.8,1405.0,Overall,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,45.9,4.4,37.2,54.6,114.0,Male,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5
2001,NH,New Hampshire,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,57.2,3.4,50.5,64.0,264.0,Overall,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1
2009,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,36.8,2.8,31.4,42.2,763.0,Female,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8
2001,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.1,0.1,0.0,0.4,784.0,Male,All Races,All Ages,Middle School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12
2000,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.0,0.0,0.0,0.0,693.0,Female,All Races,All Ages,Middle School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12
2011,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.5,0.3,0.0,1.0,720.0,Female,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12
2004,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,3.0,0.8,1.5,4.5,706.0,Male,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS12,12
2004,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1.1,0.4,0.3,1.8,1603.0,Overall,All Races,All Ages,Middle School,"(43.655950113, -71.50036092)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9
2000,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,7.5,0.8,6.0,9.0,1517.0,Overall,All Races,All Ages,Middle School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11
2004,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,1.1,0.3,0.5,1.7,841.0,Male,All Races,All Ages,Middle School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2000,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,10.3,1.0,8.4,12.2,816.0,Male,All Races,All Ages,Middle School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11
2001,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,1.1,0.4,0.3,1.9,714.0,Female,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS10,10
2011,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,26.6,2.1,22.4,30.8,675.0,Male,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11
2001,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,11.7,1.4,9.0,14.5,1395.0,Overall,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9
2007,NH,New Hampshire,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,41.1,3.2,34.8,47.4,200.0,Overall,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,33.1,2.6,28.0,38.2,711.0,Female,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8
2001,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,5.6,0.7,4.3,6.9,1513.0,Overall,All Races,All Ages,Middle School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11
2001,NH,New Hampshire,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,59.6,6.2,47.5,71.8,63.0,Overall,All Races,All Ages,Middle School,"(43.655950113, -71.50036092)",BEH,105BEH,169QUA,1GEN,8AGE,6RAC,1EDU,YTS04,4
2004,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.8,0.7,2.4,5.1,1603.0,Overall,All Races,All Ages,Middle School,"(43.655950113, -71.50036092)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
2001,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,12.6,1.7,9.3,15.9,695.0,Male,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2007,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,25.7,1.8,22.2,29.2,752.0,Male,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11
2004,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.1,0.1,0.0,0.2,1620.0,Overall,All Races,All Ages,Middle School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12
2011,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,39.0,2.7,33.8,44.2,668.0,Male,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8
2001,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,25.3,1.8,21.7,28.9,1395.0,Overall,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
2009,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,2.8,0.6,1.6,4.0,766.0,Female,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS10,10
2007,NH,New Hampshire,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,51.8,5.5,41.0,62.6,82.0,Female,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3
2004,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,1.1,0.3,0.6,1.6,1620.0,Overall,All Races,All Ages,Middle School,"(43.655950113, -71.50036092)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10
2001,NH,New Hampshire,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,52.1,5.2,41.8,62.3,131.0,Male,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,2EDU,YTS02,2
2007,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,13.4,1.5,10.5,16.3,807.0,Female,All Races,All Ages,High School,"(43.655950113, -71.50036092)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
2004,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1.2,0.5,0.3,2.1,763.0,Female,All Races,All Ages,Middle School,"(43.655950113, -71.50036092)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9
2000,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,4.2,1.0,2.2,6.2,684.0,Female,All Races,All Ages,Middle School,"(43.655950113, -71.50036092)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9
2000,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,34.5,2.9,28.8,40.1,672.0,Female,All Races,All Ages,Middle School,"(43.655950113, -71.50036092)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8
2004,NJ,New Jersey,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,40.3,4.2,32.1,48.6,170.0,Male,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5
2014,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.1,0.1,0.0,0.3,2062.0,Overall,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12
2012,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,15.9,1.7,12.6,19.2,889.0,Male,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11
2001,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,2.1,0.3,1.4,2.7,1883.0,Male,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS12,12
1999,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,2.2,0.4,1.5,2.9,8371.0,Overall,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9
2004,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.3,0.2,0.0,0.8,1194.0,Female,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12
2010,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.3,0.2,0.0,0.7,1280.0,Female,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12
2006,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,15.4,1.1,13.3,17.5,2097.0,Female,All Races,All Ages,High School,"(40.130570048, -74.273691288)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
2008,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,1.0,0.3,0.5,1.5,1514.0,Female,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10
2015,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,2.0,0.4,1.3,2.7,1081.0,Female,All Races,All Ages,Middle School,"(40.130570048, -74.273691288)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11
